Pi_Time_Source,Arduino_Timestamp,Temperature_C,Humidity_Percent,Humidifier_State,Lights_State,Firefly_Detection,Pi_Receive_Time
internet,03:26:39,53.0,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:26:39
internet,03:26:44,53.0,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:26:44
internet,03:26:49,52.9,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:26:49
internet,03:26:54,52.9,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:26:54
internet,03:26:59,52.9,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:26:59
internet,03:27:04,52.8,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:27:04
internet,03:27:09,52.8,30.2,OFF,OFF,No fireflies detected,2026-02-03 03:27:09
internet,03:27:14,52.8,30.2,ON,OFF,No fireflies detected,2026-02-03 03:27:14
internet,03:27:19,52.8,30.2,ON,OFF,No fireflies detected,2026-02-03 03:27:19
internet,03:27:24,52.8,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:24
internet,03:27:29,52.8,30.2,ON,OFF,No fireflies detected,2026-02-03 03:27:29
internet,03:27:34,52.7,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:34
internet,03:27:39,52.7,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:39
internet,03:27:44,52.7,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:44
internet,03:27:49,52.7,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:49
internet,03:27:54,52.6,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:54
internet,03:27:59,52.6,30.3,ON,OFF,No fireflies detected,2026-02-03 03:27:59
internet,03:28:04,52.6,30.3,ON,OFF,Strong light detected,2026-02-03 03:28:04
internet,03:28:09,52.6,30.3,ON,OFF,No fireflies detected,2026-02-03 03:28:09
internet,03:28:14,52.6,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:14
internet,03:28:19,52.6,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:19
internet,03:28:25,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:24
internet,03:28:30,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:29
internet,03:28:35,52.6,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:34
internet,03:28:40,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:39
internet,03:28:45,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:44
internet,03:28:50,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:49
internet,03:28:55,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:54
internet,03:29:00,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:28:59
internet,03:29:05,52.5,30.3,OFF,ON,No fireflies detected,2026-02-03 03:29:04
internet,03:29:10,52.4,30.3,OFF,ON,No fireflies detected,2026-02-03 03:29:09
internet,03:29:15,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:14
internet,03:29:20,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:19
internet,03:29:25,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:24
internet,03:29:30,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:29
internet,03:29:35,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:34
internet,03:29:40,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:39
internet,03:29:45,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:44
internet,03:29:50,52.3,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:49
internet,03:29:55,52.4,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:54
internet,03:30:00,52.3,30.4,ON,OFF,No fireflies detected,2026-02-03 03:29:59
internet,03:30:05,52.3,30.4,ON,OFF,No fireflies detected,2026-02-03 03:30:04
internet,03:30:10,52.3,30.4,ON,OFF,No fireflies detected,2026-02-03 03:30:10
internet,03:30:15,52.3,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:15
internet,03:30:20,52.3,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:20
internet,03:30:25,52.3,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:25
internet,03:30:30,52.3,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:30
internet,03:30:35,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:35
internet,03:30:40,52.3,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:40
internet,03:30:45,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:45
internet,03:30:50,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:50
internet,03:30:55,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:30:55
internet,03:31:00,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:31:00
internet,03:31:05,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:31:05
internet,03:31:10,52.2,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:31:10
internet,03:31:15,52.2,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:15
internet,03:31:20,52.2,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:20
internet,03:31:25,52.1,30.5,ON,OFF,No fireflies detected,2026-02-03 03:31:25
internet,03:31:30,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:30
internet,03:31:35,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:35
internet,03:31:40,52.1,30.5,ON,OFF,No fireflies detected,2026-02-03 03:31:40
internet,03:31:45,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:45
internet,03:31:50,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:31:50
internet,03:31:55,52.1,30.5,ON,OFF,No fireflies detected,2026-02-03 03:31:55
internet,03:32:00,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:32:00
internet,03:32:05,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:32:05
internet,03:32:10,52.1,30.4,ON,OFF,No fireflies detected,2026-02-03 03:32:10
internet,03:32:15,52.1,30.4,OFF,OFF,No fireflies detected,2026-02-03 03:32:15
internet,03:32:20,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:20
internet,03:32:25,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:25
internet,03:32:30,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:30
internet,03:32:35,52.0,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:35
internet,03:32:40,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:40
internet,03:32:45,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:45
internet,03:32:50,52.0,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:32:50
internet,03:32:55,52.1,30.5,OFF,OFF,Strong light detected,2026-02-03 03:32:55
internet,03:33:00,52.0,30.5,OFF,OFF,Fireflies detected,2026-02-03 03:33:00
internet,03:33:06,52.1,30.5,OFF,OFF,No fireflies detected,2026-02-03 03:33:05
internet,03:33:11,52.0,30.5,OFF,OFF,Strong light detected,2026-02-03 03:33:10
internet,03:33:16,52.1,30.5,ON,OFF,Strong light detected,2026-02-03 03:33:15
internet,03:33:21,52.0,30.5,ON,OFF,Strong light detected,2026-02-03 03:33:20
internet,03:33:26,52.0,30.5,ON,OFF,Strong light detected,2026-02-03 03:33:25
internet,03:33:31,52.1,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:30
internet,03:33:36,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:35
internet,03:33:41,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:40
internet,03:33:46,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:45
internet,03:33:51,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:50
internet,03:33:56,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:33:55
internet,03:34:01,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:34:00
internet,03:34:06,52.0,30.5,ON,OFF,No fireflies detected,2026-02-03 03:34:05
internet,03:34:11,51.9,30.5,ON,OFF,No fireflies detected,2026-02-03 03:34:10
internet,03:34:16,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:15
internet,03:34:21,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:20
internet,03:34:26,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:25
internet,03:34:31,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:30
internet,03:34:36,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:35
internet,03:34:41,51.9,30.5,OFF,ON,No fireflies detected,2026-02-03 03:34:40
internet,03:37:31,51.8,30.6,ON,OFF,No data,2026-02-03 03:37:31
internet,03:37:36,51.8,30.6,ON,OFF,Strong light detected,2026-02-03 03:37:36
internet,03:39:07,51.7,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:39:06
internet,03:39:12,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:39:11
internet,03:39:17,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:16
internet,03:39:22,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:21
internet,03:39:27,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:26
internet,03:39:32,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:32
internet,03:39:37,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:37
internet,03:39:42,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:42
internet,03:39:47,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:47
internet,03:39:52,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:52
internet,03:39:57,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:39:57
internet,03:40:02,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:40:02
internet,03:40:07,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:40:07
internet,03:40:12,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:40:12
internet,03:40:17,51.9,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:17
internet,03:40:22,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:22
internet,03:40:27,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:27
internet,03:40:32,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:32
internet,03:40:37,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:37
internet,03:40:42,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:42
internet,03:40:47,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:47
internet,03:40:52,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:52
internet,03:40:57,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:40:57
internet,03:41:02,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:41:02
internet,03:41:07,51.9,30.6,OFF,ON,No fireflies detected,2026-02-03 03:41:07
internet,03:41:12,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:41:12
internet,03:41:17,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:17
internet,03:41:22,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:22
internet,03:41:27,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:27
internet,03:41:32,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:32
internet,03:41:37,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:37
internet,03:41:42,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:42
internet,03:41:47,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:47
internet,03:41:52,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:52
internet,03:41:57,51.9,30.6,ON,OFF,No fireflies detected,2026-02-03 03:41:57
internet,03:42:02,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:42:02
internet,03:42:07,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:42:07
internet,03:42:12,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:42:12
internet,03:42:17,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:17
internet,03:42:22,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:22
internet,03:42:27,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:27
internet,03:42:33,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:32
internet,03:42:38,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:37
internet,03:42:43,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:42
internet,03:42:48,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:47
internet,03:42:53,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:52
internet,03:42:58,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:42:57
internet,03:43:03,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:43:02
internet,03:43:08,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:43:07
internet,03:43:13,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:43:12
internet,03:43:18,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:17
internet,03:43:23,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:22
internet,03:43:28,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:27
internet,03:43:33,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:32
internet,03:43:38,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:37
internet,03:43:43,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:42
internet,03:43:48,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:47
internet,03:43:53,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:52
internet,03:43:58,51.9,30.6,ON,OFF,No fireflies detected,2026-02-03 03:43:57
internet,03:44:03,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:44:02
internet,03:44:08,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:44:07
internet,03:44:13,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:44:12
internet,03:44:18,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:18
internet,03:44:23,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:23
internet,03:44:28,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:28
internet,03:44:33,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:33
internet,03:44:38,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:38
internet,03:44:43,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:43
internet,03:44:48,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:48
internet,03:44:53,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:44:53
internet,03:44:58,51.8,30.6,OFF,OFF,Strong light detected,2026-02-03 03:44:58
internet,03:45:03,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:45:03
internet,03:45:08,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:45:08
internet,03:45:13,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:45:13
internet,03:45:18,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:18
internet,03:45:23,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:23
internet,03:45:28,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:28
internet,03:45:33,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:33
internet,03:45:38,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:38
internet,03:45:43,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:43
internet,03:45:48,51.7,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:48
internet,03:45:53,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:53
internet,03:45:58,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:45:58
internet,03:46:03,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:46:03
internet,03:46:08,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:46:08
internet,03:46:13,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:46:13
internet,03:46:18,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:18
internet,03:46:23,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:23
internet,03:46:28,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:28
internet,03:46:33,51.7,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:33
internet,03:46:38,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:38
internet,03:46:43,51.7,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:43
internet,03:46:48,51.7,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:48
internet,03:46:53,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:53
internet,03:46:58,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:46:58
internet,03:47:03,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:47:03
internet,03:47:08,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:47:08
internet,03:47:14,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:47:13
internet,03:47:19,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:18
internet,03:47:24,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:23
internet,03:47:29,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:28
internet,03:47:34,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:33
internet,03:47:39,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:38
internet,03:47:44,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:43
internet,03:47:49,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:48
internet,03:47:54,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:53
internet,03:47:59,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:47:58
internet,03:48:04,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:48:03
internet,03:48:09,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:48:08
internet,03:48:14,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:48:13
internet,03:48:19,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:18
internet,03:48:24,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:23
internet,03:48:29,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:28
internet,03:48:34,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:33
internet,03:48:39,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:38
internet,03:48:44,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:43
internet,03:48:49,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:48
internet,03:48:54,51.9,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:53
internet,03:48:59,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:48:59
internet,03:49:04,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:49:04
internet,03:49:09,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:49:09
internet,03:49:14,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:49:14
internet,03:49:19,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:19
internet,03:49:24,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:24
internet,03:49:29,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:29
internet,03:49:34,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:34
internet,03:49:39,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:39
internet,03:49:44,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:44
internet,03:49:49,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:49
internet,03:49:54,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:54
internet,03:49:59,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:49:59
internet,03:50:04,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:50:04
internet,03:50:09,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:50:09
internet,03:50:14,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:50:14
internet,03:50:19,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:19
internet,03:50:24,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:24
internet,03:50:29,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:29
internet,03:50:34,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:34
internet,03:50:39,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:39
internet,03:50:44,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:44
internet,03:50:49,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:49
internet,03:50:54,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:54
internet,03:50:59,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:50:59
internet,03:51:04,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:51:04
internet,03:51:09,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:51:09
internet,03:51:14,51.8,30.6,OFF,OFF,No fireflies detected,2026-02-03 03:51:14
internet,03:51:19,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:19
internet,03:51:24,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:24
internet,03:51:29,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:29
internet,03:51:34,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:34
internet,03:51:39,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:39
internet,03:51:44,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:44
internet,03:51:49,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:49
internet,03:51:55,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:54
internet,03:52:00,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:51:59
internet,03:52:05,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:52:04
internet,03:52:10,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:52:09
internet,03:52:15,51.8,30.6,ON,OFF,No fireflies detected,2026-02-03 03:52:14
internet,03:52:20,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:52:19
internet,03:52:25,51.8,30.6,OFF,ON,No fireflies detected,2026-02-03 03:52:24
