Pi_Time_Source,Arduino_Timestamp,Temperature_C,Humidity_Percent,Humidifier_State,Lights_State,Firefly_Detection,Pi_Receive_Time
internet,20:56:03,26.7,90.8,ON,OFF,No fireflies detected,2026-02-14 20:56:03
internet,20:56:08,26.0,90.7,ON,OFF,No fireflies detected,2026-02-14 20:56:08
internet,20:56:13,26.0,90.8,OFF,OFF,No fireflies detected,2026-02-14 20:56:13
internet,20:56:18,26.7,90.7,OFF,OFF,No fireflies detected,2026-02-14 20:56:18
internet,20:56:23,26.0,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:56:23
internet,20:56:28,26.6,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:56:29
internet,20:56:33,26.6,90.5,OFF,ON,Strong light detected,2026-02-14 20:56:34
internet,20:56:38,26.6,90.4,OFF,ON,Strong light detected,2026-02-14 20:56:39
internet,20:56:43,26.0,90.4,OFF,ON,Strong light detected,2026-02-14 20:56:44
internet,20:56:48,26.6,90.5,OFF,ON,Strong light detected,2026-02-14 20:56:49
internet,20:56:53,26.6,90.5,OFF,ON,Fireflies detected,2026-02-14 20:56:54
internet,20:56:58,26.6,90.5,OFF,ON,Strong light detected,2026-02-14 20:56:59
internet,20:57:03,26.6,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:57:04
internet,20:57:08,26.6,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:57:09
internet,20:57:13,26.6,90.5,ON,OFF,No fireflies detected,2026-02-14 20:57:14
internet,20:57:19,26.6,90.5,ON,OFF,No fireflies detected,2026-02-14 20:57:19
internet,20:57:24,26.6,90.5,ON,OFF,No fireflies detected,2026-02-14 20:57:24
internet,20:57:29,26.6,90.4,ON,OFF,No fireflies detected,2026-02-14 20:57:29
internet,20:57:34,26.6,90.4,ON,OFF,No fireflies detected,2026-02-14 20:57:34
internet,20:57:39,26.6,90.4,ON,OFF,No fireflies detected,2026-02-14 20:57:39
internet,20:57:44,26.6,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:57:44
internet,20:57:49,26.6,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:57:49
internet,20:57:54,26.6,90.5,OFF,OFF,No fireflies detected,2026-02-14 20:57:54
internet,20:57:59,26.6,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:57:59
internet,20:58:04,26.6,90.3,OFF,OFF,No fireflies detected,2026-02-14 20:58:04
internet,20:58:09,26.6,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:58:09
internet,20:58:14,26.6,90.3,OFF,OFF,No fireflies detected,2026-02-14 20:58:14
internet,20:58:19,27.2,90.3,OFF,OFF,No fireflies detected,2026-02-14 20:58:19
internet,20:58:24,26.6,90.3,OFF,OFF,No fireflies detected,2026-02-14 20:58:24
internet,20:58:29,26.6,90.3,OFF,OFF,No fireflies detected,2026-02-14 20:58:29
internet,20:58:34,26.6,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:58:34
internet,20:58:39,25.9,90.4,OFF,OFF,No fireflies detected,2026-02-14 20:58:39
internet,20:58:44,27.2,90.4,ON,OFF,No fireflies detected,2026-02-14 20:58:44
internet,20:58:49,27.2,90.4,ON,OFF,No fireflies detected,2026-02-14 20:58:49
internet,20:58:54,27.2,90.5,ON,OFF,No fireflies detected,2026-02-14 20:58:54
internet,20:58:59,26.5,90.5,ON,OFF,No fireflies detected,2026-02-14 20:58:59
internet,20:59:04,26.5,90.5,ON,OFF,No fireflies detected,2026-02-14 20:59:04
internet,20:59:09,27.2,90.5,ON,OFF,No fireflies detected,2026-02-14 20:59:09
internet,20:59:14,26.5,90.5,OFF,OFF,No fireflies detected,2026-02-14 20:59:14
internet,20:59:19,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:19
internet,20:59:24,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:24
internet,20:59:29,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:29
internet,20:59:34,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:34
internet,20:59:39,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:39
internet,20:59:44,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:44
internet,20:59:49,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:49
internet,20:59:54,25.9,90.6,OFF,OFF,No fireflies detected,2026-02-14 20:59:54
internet,20:59:59,26.5,90.7,OFF,OFF,No fireflies detected,2026-02-14 20:59:59
internet,21:00:04,26.5,90.6,OFF,OFF,No fireflies detected,2026-02-14 21:00:04
internet,21:00:09,26.5,90.7,OFF,OFF,No fireflies detected,2026-02-14 21:00:09
internet,21:00:14,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:14
internet,21:00:19,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:19
internet,21:00:24,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:24
internet,21:00:29,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:29
internet,21:00:34,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:34
internet,21:00:39,26.5,90.7,ON,OFF,No fireflies detected,2026-02-14 21:00:39
internet,21:00:44,26.5,90.7,OFF,OFF,No fireflies detected,2026-02-14 21:00:44
internet,21:00:49,26.5,90.8,OFF,OFF,No fireflies detected,2026-02-14 21:00:49
internet,21:00:54,26.5,90.8,OFF,OFF,No fireflies detected,2026-02-14 21:00:54
internet,21:00:59,26.5,90.8,OFF,OFF,No fireflies detected,2026-02-14 21:00:59
internet,21:01:04,26.5,90.8,OFF,OFF,No fireflies detected,2026-02-14 21:01:04
internet,21:01:09,26.5,90.8,OFF,OFF,No fireflies detected,2026-02-14 21:01:10
internet,21:01:14,26.5,90.9,OFF,OFF,No fireflies detected,2026-02-14 21:01:15
internet,21:01:19,26.5,90.9,OFF,OFF,No fireflies detected,2026-02-14 21:01:20
internet,21:01:24,26.5,90.9,OFF,OFF,No fireflies detected,2026-02-14 21:01:25
internet,21:01:29,26.5,90.9,OFF,OFF,No fireflies detected,2026-02-14 21:01:30
internet,21:01:34,26.5,90.9,OFF,OFF,No fireflies detected,2026-02-14 21:01:35
